文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
D142310000193,D1(高校),42(長崎),3(私),1(本),長崎日本大学高等学校,長崎県諫早市貝津町１５５５番地,8540063,2020-12-22,,425607,
D142310000200,D1(高校),42(長崎),3(私),1(本),向陽高等学校,長崎県大村市西三城町１６番地,8560825,2020-12-22,,425608,
D142310000219,D1(高校),42(長崎),3(私),1(本),青雲高等学校,長崎県西彼杵郡時津町左底２４５－２,8512197,2020-12-22,,425609,
D142310000228,D1(高校),42(長崎),3(私),1(本),精道三川台高等学校,長崎県長崎市三川町１２３４－１,8528121,2020-12-22,,425623,
D142310000237,D1(高校),42(長崎),3(私),1(本),こころ未来高等学校,長崎県長崎市弥生町８番１８号,8500823,2020-12-22,,425624,
D142310000246,D1(高校),42(長崎),3(私),1(本),こころ咲良高等学校,長崎県長崎市長崎市愛宕３丁目１９番２３号,8500822,2025-05-01,,,
E142110000014,E1(養護),42(長崎),1(国),1(本),長崎大学教育学部附属特別支援学校,長崎県長崎市柳谷町４２－１,8528046,2020-12-22,,429901,
E142210000012,E1(特支盲),42(長崎),2(公),1(本),長崎県立盲学校,長崎県西彼杵郡時津町西時津郷８７３,8512101,2020-12-22,,429711,
E142210000021,E1(特支聾),42(長崎),2(公),1(本),長崎県立ろう学校,長崎県大村市宮小路３－５－５,8560807,2020-12-22,,429811,
E142210000030,E1(養護),42(長崎),2(公),1(本),長崎県立諫早特別支援学校,長崎県諫早市真崎町１６７０－１,8540084,2020-12-22,,429911,
E142210000049,E1(養護),42(長崎),2(公),1(本),長崎県立諫早東特別支援学校,長崎県諫早市永昌東町２４－２,8540071,2020-12-22,,429912,
E142210000058,E1(養護),42(長崎),2(公),1(本),長崎県立大村特別支援学校,長崎県大村市久原２丁目１４１８－２,8560835,2020-12-22,,429914,
E142210000067,E1(養護),42(長崎),2(公),1(本),長崎県立虹の原特別支援学校,長崎県大村市宮小路３－５－１,8560807,2020-12-22,,429915,
E142210000076,E1(養護),42(長崎),2(公),1(本),長崎県立川棚特別支援学校,長崎県東彼杵郡川棚町小串郷１６００,8593618,2020-12-22,,429918,
E142210000085,E1(養護),42(長崎),2(公),1(本),長崎県立佐世保特別支援学校,長崎県佐世保市竹辺町８１０,8580911,2020-12-22,,429919,
E142210000094,E1(養護),42(長崎),2(公),1(本),長崎県立島原特別支援学校,長崎県島原市新田町５６２,8550043,2020-12-22,,429920,
E142210000101,E1(養護),42(長崎),2(公),1(本),長崎県立長崎特別支援学校,長崎県長崎市桜木町６－４１,8500835,2020-12-22,,429921,
E142210000110,E1(養護),42(長崎),2(公),1(本),長崎県立鶴南特別支援学校,長崎県長崎市蚊焼町７２１,8510401,2020-12-22,,429922,
E142210000129,E1(養護),42(長崎),2(公),1(本),長崎県立桜が丘特別支援学校,長崎県東彼杵郡川棚町下組郷３８６－２,8593615,2020-12-22,,429926,
E142210000138,E1(養護),42(長崎),2(公),1(本),長崎県立希望が丘高等特別支援学校,長崎県諫早市多良見町化屋９８６－６,8590401,2020-12-22,,429927,
E142210000147,E1(養護),42(長崎),2(公),2(分),長崎県立虹の原特別支援学校壱岐分校,長崎県壱岐市郷ノ浦町片原触８８,8115136,2020-12-22,,429929,
E142210000156,E1(養護),42(長崎),2(公),2(分),長崎県立鶴南特別支援学校五島分校,長崎県五島市坂の上町１－６－１,8530065,2020-12-22,,429930,
E142210000165,E1(養護),42(長崎),2(公),1(本),長崎県立時和特別支援学校,長崎県西彼杵郡時津町西時津郷８７３,8512101,2020-12-22,,429931,
E142210000174,E1(特支盲),42(長崎),2(公),2(分),佐世保特別支援学校北松分校,長崎県平戸市田平町小手田免５４－１,8594824,2021-05-27,,429932,
E142210000184,E1(養護),42(長崎),2(公),2(分),長崎県立時和特別支援学校西彼杵分校,長崎県西海市大瀬戸町瀬戸西濱郷６６３,8572303,2025-05-01,,,
H142210000016,H1(専修),42(長崎),2(公),1(本),佐世保市立看護専門学校,長崎県佐世保市平瀬町３番地１,8570056,2020-12-22,,428534,
H142310000014,H1(専修),42(長崎),3(私),1(本),和田文化服装専門学校,長崎県長崎市賑町５－２１,8500876,2020-12-22,,428514,
H142310000023,H1(専修),42(長崎),3(私),9(廃),東洋文化服装専門学校,長崎県長崎市岩川町５番１３号,8528106,2020-12-22,2022-05-01,428515,
H142310000032,H1(専修),42(長崎),3(私),1(本),ミユキ学園諫早服装専門学校,長崎県諫早市泉町２４－１５,8540003,2020-12-22,,428516,
H142310000041,H1(専修),42(長崎),3(私),1(本),玉英和裁専門学校,長崎県長崎市坂本町５－２３,8528102,2020-12-22,,428518,
H142310000050,H1(専修),42(長崎),3(私),1(本),ソシアル淳心ファションビジネス専門学校,長崎県佐世保市田原町７－９,8570136,2020-12-22,,428523,
H142310000069,H1(専修),42(長崎),3(私),1(本),森家政専門学校,長崎県諫早市旭町３番２５号,8540027,2020-12-22,,428528,
H142310000078,H1(専修),42(長崎),3(私),1(本),九州文化学園調理師専門学校,長崎県佐世保市藤原町７－３２,8570832,2020-12-22,,428532,
H142310000087,H1(専修),42(長崎),3(私),1(本),長崎市医師会看護専門学校,長崎県長崎市栄町２－２２,8508511,2020-12-22,,428536,
H142310000096,H1(専修),42(長崎),3(私),1(本),九州医学技術専門学校,長崎県長崎市葉山１－２８－３２,8528053,2020-12-22,,428538,
H142310000103,H1(専修),42(長崎),3(私),9(廃),佐世保市医師会看護専門学校,長崎県佐世保市祇園町２５７,8570801,2020-12-22,2025-05-01,428542,
H142310000112,H1(専修),42(長崎),3(私),1(本),島原市医師会看護学校,長崎県島原市萩原１－１２３０,8550851,2020-12-22,,428543,
H142310000121,H1(専修),42(長崎),3(私),1(本),九州文化学園歯科衛生士学院,長崎県佐世保市藤原町７番３２号,8570832,2020-12-22,,428544,
H142310000130,H1(専修),42(長崎),3(私),1(本),長崎リハビリテーション学院,長崎県大村市赤佐古町４２,8560048,2020-12-22,,428545,
H142310000149,H1(専修),42(長崎),3(私),1(本),長崎情報処理専門学校,長崎県長崎市上戸町４－１０－８,8500953,2020-12-22,,428548,
H142310000158,H1(専修),42(長崎),3(私),1(本),長崎歯科衛生士専門学校,長崎県長崎市茂里町３－１９,8528104,2020-12-22,,428549,
H142310000167,H1(専修),42(長崎),3(私),9(廃),国際情報科学専門学校,長崎県諫早市栄田町３０－１２,8540081,2020-12-22,2025-05-01,428550,
H142310000176,H1(専修),42(長崎),3(私),1(本),専門学校長崎就職支援カレッジ,長崎県諫早市栄田町３０－１２,8540081,2020-12-22,,428551,
H142310000185,H1(専修),42(長崎),3(私),1(本),長崎医療こども専門学校,長崎県長崎市大黒町２番３号,8500057,2020-12-22,,428552,
H142310000194,H1(専修),42(長崎),3(私),1(本),専門学校させぼ公務員オブビジネス,長崎県佐世保市松浦町５－２４,8570052,2020-12-22,,428553,
H142310000201,H1(専修),42(長崎),3(私),1(本),長崎ＮＩＣコンピュータ学院専門学校,長崎県佐世保市名切町３１３－７,8570805,2020-12-22,,428554,
H142310000210,H1(専修),42(長崎),3(私),9(廃),九州調理師専門学校,長崎県長崎市弁天町５－５,8528002,2020-12-22,2024-05-01,428555,
H142310000229,H1(専修),42(長崎),3(私),1(本),長崎医療技術専門学校,長崎県長崎市愛宕１－３６－５９,8500822,2020-12-22,,428557,
H142310000238,H1(専修),42(長崎),3(私),1(本),長崎公務員専門学校,長崎県長崎市五島町１―１７,8500036,2020-12-22,,428558,
H142310000247,H1(専修),42(長崎),3(私),1(本),長崎県央看護学校,長崎県諫早市永昌町２３番２３号,8540072,2020-12-22,,428559,
H142310000256,H1(専修),42(長崎),3(私),1(本),北九州予備校長崎校,長崎県長崎市川口町４番５号,8528108,2020-12-22,,428561,
H142310000265,H1(専修),42(長崎),3(私),1(本),長崎県美容専門学校,長崎県長崎市桜馬場１－９－１０,8500015,2020-12-22,,428562,
H142310000274,H1(専修),42(長崎),3(私),9(廃),三川女子調理師学校,長崎県長崎市三川町１２３２－１,8528121,2020-12-22,2022-05-01,428563,H242310000095
H142310000283,H1(専修),42(長崎),3(私),9(廃),エコール・ド・パティスリー長崎,長崎県長崎市弁天町５－５,8528002,2020-12-22,2024-05-01,428567,
H142310000292,H1(専修),42(長崎),3(私),1(本),こころ医療福祉専門学校,長崎県長崎市上銭座町１１－８,8500048,2020-12-22,,428568,
H142310000309,H1(専修),42(長崎),3(私),1(本),九州ＳＯＧＩ専門学校,長崎県長崎市光町１０－１８,8528001,2020-12-22,,428569,
H142310000318,H1(専修),42(長崎),3(私),1(本),メトロＩＴビジネスカレッジ,長崎県長崎市出島町５－３,8500862,2020-12-22,,428570,
H142310000327,H1(専修),42(長崎),3(私),1(本),佐世保美容専門学校,長崎県佐世保市折橋町１０番３９号,8570021,2020-12-22,,428571,
H142310000336,H1(専修),42(長崎),3(私),1(本),こころ医療福祉専門学校佐世保校,長崎県佐世保市浜田町１番２２号,8570051,2020-12-22,,428575,
H142310000345,H1(専修),42(長崎),3(私),1(本),専門学校公務員ゼミナール佐世保校,長崎県佐世保市三浦町１番１３号,8570863,2020-12-22,,428576,
H142310000354,H1(専修),42(長崎),3(私),1(本),こころ医療福祉専門学校壱岐校,長崎県壱岐市勝本町布気触８１８－６８,8115544,2020-12-22,,428578,
H242310000013,H2(各種),42(長崎),3(私),1(本),苑田編物和裁学院,長崎県大村市松並１丁目９４３,8560814,2020-12-22,,429139,
H242310000022,H2(各種),42(長崎),3(私),1(本),あざみ洋裁学院,長崎県佐世保市大黒町２１－２９,8570843,2020-12-22,,429157,
H242310000031,H2(各種),42(長崎),3(私),1(本),有益語学学院,長崎県長崎市西山１－２３－６,8500001,2020-12-22,,429180,
H242310000040,H2(各種),42(長崎),3(私),1(本),長崎野田ゼミナール,長崎県長崎市大橋町２３－３,8528134,2020-12-22,,429184,
H242310000059,H2(各種),42(長崎),3(私),1(本),長崎日本語アカデミー,長崎県諫早市栄田町３０－１２,8540081,2020-12-22,,429185,
H242310000068,H2(各種),42(長崎),3(私),1(本),ＫｏｋｏｒｏＣｏｌｌｅｇｅＪａｐａｎ,長崎県島原市秩父が浦丁２６６９番２２,8550864,2020-12-22,,429186,
H242310000077,H2(各種),42(長崎),3(私),1(本),五島日本語学校,長崎県五島市坂の上１丁目１５１－３,8530065,2020-12-22,,429189,
H242310000086,H2(各種),42(長崎),3(私),1(本),あさひ日本語学校,長崎県長崎市赤迫２丁目１１番３８号,8528156,2020-12-22,,429190,
H242310000095,H2(各種),42(長崎),3(私),1(本),精道ホームアーツ・スクール,長崎県長崎市三川町１２３２―１,8518121,2022-05-01,,,
A143110000012,A1(幼稚園),43(熊本),1(国),1(本),熊本大学教育学部附属幼稚園,熊本県熊本市中央区城東町５－９,8600846,2020-12-22,,436501,
A143210000010,A1(幼稚園),43(熊本),2(公),1(本),熊本市立碩台幼稚園,熊本県熊本市中央区南千反畑町１５－２３,8600842,2020-12-22,,436511,
A143210000029,A1(幼稚園),43(熊本),2(公),1(本),熊本市立一新幼稚園,熊本県熊本市中央区新町１－１０－３８,8600004,2020-12-22,,436512,
A143210000038,A1(幼稚園),43(熊本),2(公),1(本),熊本市立向山幼稚園,熊本県熊本市中央区本山４－５－２,8600821,2020-12-22,,436514,
A143210000047,A1(幼稚園),43(熊本),2(公),1(本),熊本市立川尻幼稚園,熊本県熊本市南区川尻４－１－７０,8614115,2020-12-22,,436516,
A143210000056,A1(幼稚園),43(熊本),2(公),9(廃),八代市立太田郷幼稚園,熊本県八代市上日置町２１６１,8660824,2020-12-22,2026-05-01,436518,
A143210000065,A1(幼稚園),43(熊本),2(公),9(廃),八代市立代陽幼稚園,熊本県八代市西松江城町２－４１,8660863,2020-12-22,2026-05-01,436519,
A143210000074,A1(幼稚園),43(熊本),2(公),9(廃),八代市立松高幼稚園,熊本県八代市永碇町７４１番地,8660885,2020-12-22,2026-05-01,436520,
A143210000083,A1(幼稚園),43(熊本),2(公),9(廃),八代市立植柳幼稚園,熊本県八代市植柳上町３４０番地,8660081,2020-12-22,2026-05-01,436521,
A143210000092,A1(幼稚園),43(熊本),2(公),9(廃),八代市立麦島幼稚園,熊本県八代市迎町１丁目１６－１－２,8660055,2020-12-22,2026-05-01,436522,
A143210000109,A1(幼稚園),43(熊本),2(公),9(廃),天草市立本渡南幼稚園,熊本県天草市川原町４番７号,8630024,2020-12-22,2026-05-01,436524,
A143210000118,A1(幼稚園),43(熊本),2(公),9(廃),天草市立本渡北幼稚園,熊本県天草市浜崎町４番９号,8630018,2020-12-22,2026-05-01,436525,
A143210000127,A1(幼稚園),43(熊本),2(公),1(本),山鹿市立山鹿幼稚園,熊本県山鹿市山鹿９２２,8610501,2020-12-22,,436528,
A143210000136,A1(幼稚園),43(熊本),2(公),1(本),宇土市立宇土幼稚園,熊本県宇土市門内町８６,8690434,2020-12-22,,436531,
A143210000145,A1(幼稚園),43(熊本),2(公),1(本),宇土市立花園幼稚園,熊本県宇土市古保里９９０－１,8690415,2020-12-22,,436532,
A143210000154,A1(幼稚園),43(熊本),2(公),1(本),熊本市立隈庄幼稚園,熊本県熊本市南区城南町宮地１００９番地,8614202,2020-12-22,,436533,
A143210000163,A1(幼稚園),43(熊本),2(公),9(廃),大津町立大津幼稚園,熊本県菊池郡大津町大字室３６５番地,8691235,2020-12-22,2024-05-01,436535,A243310001436
A143210000172,A1(幼稚園),43(熊本),2(公),1(本),大津町立陣内幼稚園,熊本県菊池郡大津町陣内１５８２,8691221,2020-12-22,,436536,
A143210000181,A1(幼稚園),43(熊本),2(公),9(廃),多良木町立多良木幼稚園,熊本県球磨郡多良木町多良木２６８－１,8680501,2020-12-22,2024-05-01,436540,
A143210000190,A1(幼稚園),43(熊本),2(公),1(本),益城町立益城幼稚園,熊本県上益城郡益城町木山５８９,8612242,2020-12-22,,436546,
A143210000207,A1(幼稚園),43(熊本),2(公),1(本),熊本市立楠幼稚園,熊本県熊本市北区楠３－６－１,8618003,2020-12-22,,436547,
A143210000216,A1(幼稚園),43(熊本),2(公),9(廃),天草市立亀場幼稚園,熊本県天草市亀場町亀川１５３８番地１,8630043,2020-12-22,2026-05-01,436551,
A143210000225,A1(幼稚園),43(熊本),2(公),9(廃),津奈木町立津奈木幼稚園,熊本県葦北郡津奈木町大字小津奈木２１１４－６,8695604,2020-12-22,2023-05-01,436554,
A143210000234,A1(幼稚園),43(熊本),2(公),9(廃),益城町立第二幼稚園,熊本県上益城郡益城町惣領１４７１,8612233,2020-12-22,2024-05-01,436557,
A143210000243,A1(幼稚園),43(熊本),2(公),9(廃),八代市立千丁幼稚園,熊本県八代市千丁町新牟田１３４０,8694703,2020-12-22,2026-05-01,436558,
A143210000252,A1(幼稚園),43(熊本),2(公),1(本),八代市立にじいろ幼稚園,熊本県八代市上日置町２１６１,8660824,2026-05-01,,,
A143210000261,A1(幼稚園),43(熊本),2(公),1(本),八代市立あおぞら幼稚園,熊本県八代市永碇町７４１,8660885,2026-05-01,,,
A143210000270,A1(幼稚園),43(熊本),2(公),1(本),あまくさ幼稚園,熊本県天草市浜崎町４－９,8630018,2026-05-01,,,
A143310000018,A1(幼稚園),43(熊本),3(私),1(本),学校法人北部学園泗水幼稚園,熊本県菊池市泗水町吉富１５９３番地,8611201,2020-12-22,,436538,
A143310000027,A1(幼稚園),43(熊本),3(私),1(本),熊本信愛女学院幼稚園,熊本県熊本市中央区上林町２－２０,8600847,2020-12-22,,436602,
A143310000036,A1(幼稚園),43(熊本),3(私),1(本),聖母愛児こども園,熊本県熊本市西区島崎６丁目１番１８号,8600073,2020-12-22,,436603,
A143310000045,A1(幼稚園),43(熊本),3(私),1(本),坪井幼稚園,熊本県熊本市中央区内坪井町４－１９,8600077,2020-12-22,,436605,
A143310000054,A1(幼稚園),43(熊本),3(私),1(本),熊本学園大学付属敬愛幼稚園,熊本県熊本市中央区大江２丁目１－６１,8620971,2020-12-22,,436606,
A143310000063,A1(幼稚園),43(熊本),3(私),1(本),王栄幼稚園,熊本県熊本市中央区九品寺２丁目２番４４号,8620976,2020-12-22,,436607,
A143310000072,A1(幼稚園),43(熊本),3(私),1(本),ＹＭＣＡ水前寺幼稚園,熊本県熊本市中央区出水３－１２－１,8620941,2020-12-22,,436613,
A143310000081,A1(幼稚園),43(熊本),3(私),1(本),幼稚園型認定こども園ときわ幼稚園,熊本県熊本市中央区本荘町６８３番地２,8600816,2020-12-22,,436614,
A143310000090,A1(幼稚園),43(熊本),3(私),1(本),認定こども園九州音楽幼稚園,熊本県熊本市中央区水前寺公園２３－２１,8620956,2020-12-22,,436615,
A143310000107,A1(幼稚園),43(熊本),3(私),1(本),認定こども園九州音楽京塚幼稚園,熊本県熊本市東区尾ノ上１－４７－９,8620913,2020-12-22,,436616,
A143310000116,A1(幼稚園),43(熊本),3(私),1(本),熊本音楽幼稚園,熊本県熊本市南区出仲間６丁目１４番４０号,8620963,2020-12-22,,436622,
A143310000125,A1(幼稚園),43(熊本),3(私),1(本),出水幼稚園,熊本県熊本市中央区国府２丁目１０－３９,8620949,2020-12-22,,436624,
A143310000134,A1(幼稚園),43(熊本),3(私),1(本),立田幼稚園,熊本県熊本市北区龍田６丁目１２－１,8618006,2020-12-22,,436626,
A143310000143,A1(幼稚園),43(熊本),3(私),9(廃),マリア幼稚園,熊本県熊本市中央区水前寺４丁目３１番５６号,8620950,2020-12-22,2026-05-01,436627,
A143310000152,A1(幼稚園),43(熊本),3(私),1(本),花陵幼稚園,熊本県熊本市西区田崎３－１－５２,8600053,2020-12-22,,436628,
A143310000161,A1(幼稚園),43(熊本),3(私),1(本),白山幼稚園,熊本県熊本市中央区菅原町６－１１,8620957,2020-12-22,,436629,
A143310000170,A1(幼稚園),43(熊本),3(私),1(本),認定こども園帯山幼稚園,熊本県熊本市中央区帯山４－４２－１６,8620924,2020-12-22,,436630,
A143310000189,A1(幼稚園),43(熊本),3(私),1(本),八代白百合学園幼稚園,熊本県八代市井上町７２７－１,8660825,2020-12-22,,436633,
A143310000198,A1(幼稚園),43(熊本),3(私),9(廃),認定こども園聖愛幼稚園,熊本県八代市袋町５－１,8660855,2020-12-22,2023-05-01,436634,A243310001356
A143310000205,A1(幼稚園),43(熊本),3(私),1(本),人吉幼稚園,熊本県人吉市寺町７,8680056,2020-12-22,,436636,
A143310000214,A1(幼稚園),43(熊本),3(私),1(本),青井幼稚園,熊本県人吉市上青井町１１７－２,8680005,2020-12-22,,436637,
A143310000223,A1(幼稚園),43(熊本),3(私),1(本),人吉中央幼稚園,熊本県人吉市南泉田町９９,8680037,2020-12-22,,436638,
A143310000232,A1(幼稚園),43(熊本),3(私),1(本),荒尾四ツ山幼稚園,熊本県荒尾市西原町２－３－３４,8640053,2020-12-22,,436641,
A143310000241,A1(幼稚園),43(熊本),3(私),1(本),小鳩幼稚園,熊本県荒尾市一部山浦２１８２－２６６,8640021,2020-12-22,,436642,
A143310000250,A1(幼稚園),43(熊本),3(私),1(本),八幡幼稚園,熊本県荒尾市野原９３－１,8640163,2020-12-22,,436643,
A143310000269,A1(幼稚園),43(熊本),3(私),1(本),青葉幼稚園,熊本県荒尾市荒尾１０７４,8640041,2020-12-22,,436644,
A143310000278,A1(幼稚園),43(熊本),3(私),1(本),あけぼの幼稚園,熊本県荒尾市増永９６２－１,8640032,2020-12-22,,436645,
A143310000287,A1(幼稚園),43(熊本),3(私),1(本),第二四ツ山幼稚園,熊本県荒尾市荒尾２８３５,8640041,2020-12-22,,436646,
A143310000296,A1(幼稚園),43(熊本),3(私),9(廃),明光幼稚園,熊本県水俣市桜井町３－１－１０,8670045,2020-12-22,2023-05-01,436647,
A143310000303,A1(幼稚園),43(熊本),3(私),1(本),認定こども園水俣ふたば幼稚園,熊本県水俣市大園町１－４－１１,8670042,2020-12-22,,436649,
A143310000312,A1(幼稚園),43(熊本),3(私),1(本),水俣幼稚園,熊本県水俣市天神町１丁目５番２４号,8670041,2020-12-22,,436650,
A143310000321,A1(幼稚園),43(熊本),3(私),1(本),学校法人天草しらゆり学園本渡カトリック聖心幼稚園,熊本県天草市大浜町３－２８,8630015,2020-12-22,,436653,
A143310000330,A1(幼稚園),43(熊本),3(私),9(廃),認定こども園霊泉幼稚園,熊本県山鹿市山鹿２２５番地,8610501,2020-12-22,2025-05-01,436654,
A143310000349,A1(幼稚園),43(熊本),3(私),1(本),愛隣幼稚園,熊本県天草市牛深町１５４６番地３,8631901,2020-12-22,,436655,
A143310000358,A1(幼稚園),43(熊本),3(私),1(本),横島幼稚園,熊本県玉名市横島町横島２３４５－１,8650072,2020-12-22,,436658,
A143310000367,A1(幼稚園),43(熊本),3(私),1(本),植木中央幼稚園,熊本県熊本市北区植木町舞尾５４４－２,8610134,2020-12-22,,436659,
A143310000376,A1(幼稚園),43(熊本),3(私),1(本),リズム幼稚園,熊本県合志市須屋２０７０－１３,8611102,2020-12-22,,436660,
A143310000385,A1(幼稚園),43(熊本),3(私),1(本),認定こども園ＦｅｌｉｃｅＫｉｄｓＧａｒｄｅｎ,熊本県阿蘇市一の宮町中通３０２－５,8692613,2020-12-22,,436661,
A143310000394,A1(幼稚園),43(熊本),3(私),1(本),画図幼稚園,熊本県熊本市中央区出水８－７－４０,8620941,2020-12-22,,436666,
A143310000401,A1(幼稚園),43(熊本),3(私),1(本),摩耶幼稚園,熊本県球磨郡あさぎり町免田東１９１２番地,8680408,2020-12-22,,436670,
A143310000410,A1(幼稚園),43(熊本),3(私),1(本),高森幼稚園,熊本県阿蘇郡高森町大字高森１９４９－１,8691602,2020-12-22,,436672,
A143310000429,A1(幼稚園),43(熊本),3(私),1(本),おおとりの丘認定こども園,熊本県玉名市岱明町上６０－２,8690232,2020-12-22,,436673,
A143310000438,A1(幼稚園),43(熊本),3(私),1(本),松橋幼稚園,熊本県宇城市松橋町西下郷９１２の１,8690534,2020-12-22,,436675,
A143310000447,A1(幼稚園),43(熊本),3(私),1(本),幼稚園型認定こども園おおくらの森幼稚園,熊本県玉名市大倉１５０３－１,8650023,2020-12-22,,436676,
A143310000456,A1(幼稚園),43(熊本),3(私),1(本),ルンビニー幼稚園,熊本県熊本市南区近見２丁目７番２号,8614101,2020-12-22,,436679,
A143310000465,A1(幼稚園),43(熊本),3(私),1(本),暁幼稚園,熊本県熊本市西区島崎５－４７－４１,8600073,2020-12-22,,436682,
A143310000474,A1(幼稚園),43(熊本),3(私),1(本),府本幼稚園,熊本県荒尾市樺新導９７０番地,8640165,2020-12-22,,436683,
A143310000483,A1(幼稚園),43(熊本),3(私),1(本),幼稚園型認定こども園ちぐさ幼稚園,熊本県熊本市西区池上町１３３－３,8600048,2020-12-22,,436685,
A143310000492,A1(幼稚園),43(熊本),3(私),1(本),武蔵ヶ丘幼稚園,熊本県熊本市北区武蔵ヶ丘５－９－１６,8618001,2020-12-22,,436686,
A143310000508,A1(幼稚園),43(熊本),3(私),1(本),幼稚園型認定こども園さくら幼稚園,熊本県熊本市東区長嶺南１丁目４番８０号,8618039,2020-12-22,,436687,
A143310000517,A1(幼稚園),43(熊本),3(私),1(本),美鈴幼稚園,熊本県菊池郡菊陽町武蔵ヶ丘北３丁目１－３５,8691112,2020-12-22,,436688,
A143310000526,A1(幼稚園),43(熊本),3(私),1(本),阿蘇中央幼稚園,熊本県阿蘇市黒川７５８番地,8692225,2020-12-22,,436690,
A143310000535,A1(幼稚園),43(熊本),3(私),1(本),ひかわ幼稚園,熊本県八代郡氷川町早尾４１８－１,8694606,2020-12-22,,436691,
A143310000544,A1(幼稚園),43(熊本),3(私),1(本),ゆたか幼稚園,熊本県熊本市南区今町１６１番地１,8615251,2020-12-22,,436692,
A143310000553,A1(幼稚園),43(熊本),3(私),1(本),菊池幼稚園,熊本県菊池市大琳寺１２７番地,8611331,2020-12-22,,436694,
A143310000562,A1(幼稚園),43(熊本),3(私),1(本),学校法人上村学園認定こども園あおぞらこども園,熊本県球磨郡あさぎり町上北２２１５番地,8680422,2020-12-22,,436695,
A143310000571,A1(幼稚園),43(熊本),3(私),1(本),砥用音楽幼稚園,熊本県下益城郡美里町土喰３５８－５,8614721,2020-12-22,,436696,
A143310000580,A1(幼稚園),43(熊本),3(私),1(本),力合幼稚園,熊本県熊本市南区白藤１－２２－７,8614112,2020-12-22,,436698,
A143310000599,A1(幼稚園),43(熊本),3(私),1(本),杉並台幼稚園,熊本県合志市幾久富１６５６－４８５,8611112,2020-12-22,,436699,
A143310000606,A1(幼稚園),43(熊本),3(私),1(本),認定こども園わかくさ幼稚園,熊本県熊本市南区南高江７－９－３６,8614106,2020-12-22,,436700,
A143310000615,A1(幼稚園),43(熊本),3(私),1(本),松寿幼稚園,熊本県八代市郡築八番町４５－４,8660005,2020-12-22,,436702,
A143310000624,A1(幼稚園),43(熊本),3(私),1(本),矢部幼稚園,熊本県上益城郡山都町千滝５４１,8613516,2020-12-22,,436703,
A143310000633,A1(幼稚園),43(熊本),3(私),1(本),荒尾第一幼稚園,熊本県荒尾市川登１８２３番地１５,8640031,2020-12-22,,436706,
A143310000642,A1(幼稚園),43(熊本),3(私),1(本),幼稚園型認定こども園第２さくら体育幼稚園,熊本県熊本市東区戸島西７丁目１番１２号,8618043,2020-12-22,,436709,
A143310000651,A1(幼稚園),43(熊本),3(私),1(本),双羽幼稚園,熊本県菊池市七城町甲佐町４４３－２,8611353,2020-12-22,,436710,
A143310000660,A1(幼稚園),43(熊本),3(私),1(本),大窪幼稚園,熊本県熊本市北区大窪３丁目２－２５,8600083,2020-12-22,,436714,
A143310000679,A1(幼稚園),43(熊本),3(私),1(本),小国幼稚園,熊本県阿蘇郡小国町大字下城４０１－３,8692503,2020-12-22,,436718,
A143310000688,A1(幼稚園),43(熊本),3(私),1(本),苓陽幼稚園,熊本県天草市栄町１０－３３,8630022,2020-12-22,,436719,
A143310000697,A1(幼稚園),43(熊本),3(私),1(本),竜北さくら幼稚園,熊本県八代郡氷川町野津４１２２－５,8694805,2020-12-22,,436720,
A143310000704,A1(幼稚園),43(熊本),3(私),1(本),竜北東光幼稚園,熊本県八代郡氷川町鹿島１０５８の３,8694815,2020-12-22,,436721,
A143310000713,A1(幼稚園),43(熊本),3(私),1(本),南関ひまわり幼稚園,熊本県玉名郡南関町上坂下１３３９,8610822,2020-12-22,,436722,
A143310000722,A1(幼稚園),43(熊本),3(私),1(本),滝尾幼稚園,熊本県上益城郡御船町滝尾６２５７－９,8613208,2020-12-22,,436724,
A143310000731,A1(幼稚園),43(熊本),3(私),9(廃),白川幼稚園,熊本県菊池郡大津町森５４－１,8691217,2020-12-22,2022-05-01,436727,A243310001301
A143310000740,A1(幼稚園),43(熊本),3(私),1(本),たまきな幼稚園,熊本県玉名市玉名下深田１２４９－１,8650005,2020-12-22,,436728,
A143310000759,A1(幼稚園),43(熊本),3(私),1(本),ＹＭＣＡ熊本五福幼稚園,熊本県熊本市中央区魚屋町１－９,8600031,2020-12-22,,436730,
A143310000768,A1(幼稚園),43(熊本),3(私),1(本),古町幼稚園,熊本県熊本市西区二本木４－４－１３,8600051,2020-12-22,,436731,
A143310000777,A1(幼稚園),43(熊本),3(私),9(廃),苓陽幼稚園,熊本県天草市未定,0000000,2025-05-01,2025-05-01,,
A143310000786,A1(幼稚園),43(熊本),3(私),2(分),幼稚園型認定こども園ときわ幼稚園分園,熊本県熊本市中央区本荘町６８３－２,8600816,2025-05-01,,,
A143310000795,A1(幼稚園),43(熊本),3(私),2(分),植木中央幼稚園（分園）植木中央きらり園,熊本県熊本市北区鞍掛１８,8610161,2025-05-01,,,
A243210000019,A2(こども),43(熊本),2(公),1(本),山鹿市立鹿本こども園,熊本県山鹿市鹿本町御宇田２０２番地５,8610304,2020-12-22,,43A127,
